,question,answer,image_path,label
28220,is there a black shape?,no,2935.png,12
28221,is no black shape present?,yes,2935.png,4
28222,does the image contain a gray shape?,no,2935.png,12
28223,is there a red shape?,no,2935.png,12
28224,does the image contain a blue shape?,no,2935.png,12
28225,is a blue shape present?,no,2935.png,12
28226,is no blue shape present?,yes,2935.png,4
28227,what shape is in the image?,circle,2936.png,0
28228,what shape does the image contain?,circle,2936.png,0
28229,what color is the shape?,teal,2936.png,5
28230,what is the color of the shape?,teal,2936.png,5
28231,is there a rectangle?,no,2936.png,12
28232,is there a rectangle in the image?,no,2936.png,12
28233,is there not a circle?,no,2936.png,12
28234,does the image not contain a triangle?,yes,2936.png,4
28235,does the image contain a black shape?,no,2936.png,12
28236,is there not a black shape in the image?,yes,2936.png,4
28237,is no black shape present?,yes,2936.png,4
28238,is there a blue shape in the image?,no,2936.png,12
28239,is there a yellow shape?,no,2936.png,12
28240,is there a yellow shape in the image?,no,2936.png,12
28241,what is the teal shape?,rectangle,2937.png,7
28242,what color is the rectangle?,teal,2937.png,5
28243,what is the color of the rectangle?,teal,2937.png,5
28244,what color is the shape?,teal,2937.png,5
28245,what is the color of the shape?,teal,2937.png,5
28246,does the image not contain a rectangle?,no,2937.png,12
28247,is there not a gray shape in the image?,yes,2937.png,4
28248,does the image contain a blue shape?,no,2937.png,12
28249,is no blue shape present?,yes,2937.png,4
28250,is there not a teal shape?,no,2937.png,12
28251,what shape does the image contain?,triangle,2938.png,9
28252,what color is the triangle?,green,2938.png,1
28253,what is the color of the triangle?,green,2938.png,1
28254,what color is the shape?,green,2938.png,1
28255,is a red shape present?,no,2938.png,12
28256,is a teal shape present?,no,2938.png,12
28257,is there a brown shape in the image?,no,2938.png,12
28258,what shape is present?,rectangle,2939.png,7
28259,what is the color of the rectangle?,brown,2939.png,10
28260,is no circle present?,yes,2939.png,4
28261,does the image contain a gray shape?,no,2939.png,12
28262,is there not a gray shape in the image?,yes,2939.png,4
28263,is no gray shape present?,yes,2939.png,4
28264,is there a green shape?,no,2939.png,12
28265,is there a yellow shape?,no,2939.png,12
28266,is there a yellow shape in the image?,no,2939.png,12
28267,what shape is present?,triangle,2940.png,9
28268,what shape does the image contain?,triangle,2940.png,9
28269,what is the green shape?,triangle,2940.png,9
28270,what color is the triangle?,green,2940.png,1
28271,what color is the shape?,green,2940.png,1
28272,is no rectangle present?,yes,2940.png,4
28273,is there a circle?,no,2940.png,12
28274,does the image contain a gray shape?,no,2940.png,12
28275,is there not a blue shape in the image?,yes,2940.png,4
28276,does the image not contain a yellow shape?,yes,2940.png,4
28277,is no yellow shape present?,yes,2940.png,4
28278,is there not a brown shape in the image?,yes,2940.png,4
28279,what shape is present?,circle,2941.png,0
28280,what is the color of the shape?,black,2941.png,6
28281,does the image not contain a rectangle?,yes,2941.png,4
28282,is no triangle present?,yes,2941.png,4
28283,does the image contain a black shape?,yes,2941.png,4
28284,is there not a red shape in the image?,yes,2941.png,4
28285,is no red shape present?,yes,2941.png,4
28286,is there a green shape in the image?,no,2941.png,12
28287,does the image contain a green shape?,no,2941.png,12
28288,is no yellow shape present?,yes,2941.png,4
28289,is there a teal shape?,no,2941.png,12
28290,does the image contain a brown shape?,no,2941.png,12
28291,what shape is in the image?,circle,2942.png,0
28292,what is the color of the shape?,gray,2942.png,3
28293,is there not a rectangle?,yes,2942.png,4
28294,does the image contain a circle?,yes,2942.png,4
28295,is there not a green shape?,yes,2942.png,4
28296,is no yellow shape present?,yes,2942.png,4
28297,is no circle present?,no,2943.png,12
28298,is there not a triangle?,yes,2943.png,4
28299,is there a gray shape?,no,2943.png,12
28300,does the image not contain a yellow shape?,no,2943.png,12
28301,is there not a teal shape in the image?,yes,2943.png,4
28302,is there a brown shape?,no,2943.png,12
28303,is there a brown shape in the image?,no,2943.png,12
28304,what is the yellow shape?,rectangle,2944.png,7
28305,what is the color of the rectangle?,yellow,2944.png,8
28306,what color is the shape?,yellow,2944.png,8
28307,does the image contain a triangle?,no,2944.png,12
28308,does the image contain a black shape?,no,2944.png,12
28309,is no black shape present?,yes,2944.png,4
28310,does the image contain a gray shape?,no,2944.png,12
28311,is no gray shape present?,yes,2944.png,4
28312,is there not a red shape in the image?,yes,2944.png,4
28313,is there not a green shape?,yes,2944.png,4
28314,is there not a teal shape in the image?,yes,2944.png,4
28315,what color is the triangle?,teal,2945.png,5
28316,is there not a circle?,yes,2945.png,4
28317,is a triangle present?,yes,2945.png,4
28318,is there not a gray shape?,yes,2945.png,4
28319,is there a teal shape in the image?,yes,2945.png,4
28320,what color is the rectangle?,blue,2946.png,11
28321,what color is the shape?,blue,2946.png,11
28322,what is the color of the shape?,blue,2946.png,11
28323,does the image not contain a triangle?,yes,2946.png,4
28324,is there a black shape in the image?,no,2946.png,12
28325,is there a gray shape in the image?,no,2946.png,12
28326,does the image not contain a gray shape?,yes,2946.png,4
28327,what shape is in the image?,circle,2947.png,0
28328,what shape is present?,circle,2947.png,0
28329,what is the red shape?,circle,2947.png,0
28330,what color is the shape?,red,2947.png,2
28331,what is the color of the shape?,red,2947.png,2
28332,is there a triangle?,no,2947.png,12
28333,is there not a black shape in the image?,yes,2947.png,4
28334,is there a gray shape?,no,2947.png,12
28335,is there a green shape?,no,2947.png,12
28336,is there a blue shape in the image?,no,2947.png,12
28337,is there a brown shape in the image?,no,2947.png,12
28338,does the image not contain a brown shape?,yes,2947.png,4
28339,what color is the shape?,teal,2948.png,5
28340,is no rectangle present?,yes,2948.png,4
28341,is there not a gray shape?,yes,2948.png,4
28342,is there not a green shape?,yes,2948.png,4
28343,is no green shape present?,yes,2948.png,4
28344,is a blue shape present?,no,2948.png,12
28345,is there not a blue shape in the image?,yes,2948.png,4
28346,is no yellow shape present?,yes,2948.png,4
28347,what shape is in the image?,triangle,2949.png,9
28348,what shape is present?,triangle,2949.png,9
28349,what color is the triangle?,blue,2949.png,11
28350,what color is the shape?,blue,2949.png,11
28351,is there a triangle?,yes,2949.png,4
28352,does the image not contain a gray shape?,yes,2949.png,4
28353,is there a yellow shape?,no,2949.png,12
28354,does the image contain a brown shape?,no,2949.png,12
28355,what shape is present?,rectangle,2950.png,7
28356,does the image contain a triangle?,no,2950.png,12
28357,is there a gray shape in the image?,no,2950.png,12
28358,is there not a gray shape in the image?,yes,2950.png,4
28359,is a red shape present?,no,2950.png,12
28360,does the image not contain a red shape?,yes,2950.png,4
28361,is there not a blue shape in the image?,yes,2950.png,4
28362,is there a brown shape in the image?,yes,2950.png,4
28363,is there not a brown shape?,no,2950.png,12
28364,what shape is in the image?,triangle,2951.png,9
28365,what is the teal shape?,triangle,2951.png,9
28366,does the image not contain a rectangle?,yes,2951.png,4
28367,is there not a circle?,yes,2951.png,4
28368,is there not a circle in the image?,yes,2951.png,4
28369,is no triangle present?,no,2951.png,12
28370,is there a black shape in the image?,no,2951.png,12
28371,is there a gray shape in the image?,no,2951.png,12
28372,is there not a gray shape?,yes,2951.png,4
28373,is there not a red shape?,yes,2951.png,4
28374,is there a green shape?,no,2951.png,12
28375,is there a brown shape in the image?,no,2951.png,12
28376,what shape is present?,circle,2952.png,0
28377,what color is the shape?,teal,2952.png,5
28378,is there a circle?,yes,2952.png,4
28379,is there a black shape in the image?,no,2952.png,12
28380,does the image contain a black shape?,no,2952.png,12
28381,is no black shape present?,yes,2952.png,4
28382,is there not a gray shape in the image?,yes,2952.png,4
28383,is there not a green shape?,yes,2952.png,4
28384,is there a yellow shape?,no,2952.png,12
28385,is no teal shape present?,no,2952.png,12
28386,what is the yellow shape?,triangle,2953.png,9
28387,what is the color of the triangle?,yellow,2953.png,8
28388,is there not a rectangle in the image?,yes,2953.png,4
28389,is there a circle?,no,2953.png,12
28390,does the image not contain a gray shape?,yes,2953.png,4
28391,is no gray shape present?,yes,2953.png,4
28392,is there not a red shape in the image?,yes,2953.png,4
28393,is no red shape present?,yes,2953.png,4
28394,is a blue shape present?,no,2953.png,12
28395,is there not a blue shape in the image?,yes,2953.png,4
28396,is there not a yellow shape in the image?,no,2953.png,12
28397,does the image contain a brown shape?,no,2953.png,12
28398,is there not a brown shape?,yes,2953.png,4
28399,what shape does the image contain?,rectangle,2954.png,7
28400,what is the black shape?,rectangle,2954.png,7
28401,what color is the rectangle?,black,2954.png,6
28402,is there a rectangle in the image?,yes,2954.png,4
28403,does the image not contain a rectangle?,no,2954.png,12
28404,is there not a circle?,yes,2954.png,4
28405,is there not a triangle?,yes,2954.png,4
28406,is there not a black shape in the image?,no,2954.png,12
28407,is there not a green shape?,yes,2954.png,4
28408,what shape is in the image?,circle,2955.png,0
28409,what shape is present?,circle,2955.png,0
28410,what is the black shape?,circle,2955.png,0
28411,what color is the circle?,black,2955.png,6
28412,what color is the shape?,black,2955.png,6
28413,is there not a triangle in the image?,yes,2955.png,4
28414,does the image not contain a black shape?,no,2955.png,12
28415,is there not a green shape?,yes,2955.png,4
28416,is there not a yellow shape in the image?,yes,2955.png,4
28417,is there a teal shape?,no,2955.png,12
28418,does the image contain a teal shape?,no,2955.png,12
28419,what shape is in the image?,circle,2956.png,0
28420,what color is the shape?,black,2956.png,6
28421,what is the color of the shape?,black,2956.png,6
28422,is there a rectangle?,no,2956.png,12
28423,is there a circle?,yes,2956.png,4
28424,does the image contain a circle?,yes,2956.png,4
28425,is there not a green shape?,yes,2956.png,4
28426,is there a yellow shape?,no,2956.png,12
28427,is a brown shape present?,no,2956.png,12
28428,what color is the triangle?,gray,2957.png,3
28429,is no rectangle present?,yes,2957.png,4
28430,is no black shape present?,yes,2957.png,4
28431,is there a blue shape?,no,2957.png,12
28432,is there a teal shape in the image?,no,2957.png,12
28433,what color is the circle?,red,2958.png,2
28434,what is the color of the circle?,red,2958.png,2
28435,what color is the shape?,red,2958.png,2
28436,what is the color of the shape?,red,2958.png,2
28437,does the image not contain a circle?,no,2958.png,12
28438,is there a green shape in the image?,no,2958.png,12
28439,is there not a green shape?,yes,2958.png,4
28440,is there not a blue shape in the image?,yes,2958.png,4
28441,is no brown shape present?,yes,2958.png,4
28442,what is the color of the circle?,blue,2959.png,11
28443,what color is the shape?,blue,2959.png,11
28444,is a rectangle present?,no,2959.png,12
28445,is there a circle in the image?,yes,2959.png,4
28446,is there not a triangle in the image?,yes,2959.png,4
28447,is a red shape present?,no,2959.png,12
28448,is there not a brown shape?,yes,2959.png,4
28449,what color is the shape?,red,2960.png,2
28450,is there a triangle?,no,2960.png,12
28451,does the image contain a triangle?,no,2960.png,12
28452,is there a red shape in the image?,yes,2960.png,4
28453,what shape does the image contain?,triangle,2961.png,9
28454,what is the red shape?,triangle,2961.png,9
28455,what color is the triangle?,red,2961.png,2
28456,what is the color of the triangle?,red,2961.png,2
28457,is there not a circle?,yes,2961.png,4
28458,is there not a triangle?,no,2961.png,12
28459,is a black shape present?,no,2961.png,12
28460,does the image contain a green shape?,no,2961.png,12
28461,does the image contain a blue shape?,no,2961.png,12
28462,what shape is in the image?,triangle,2962.png,9
28463,what shape is present?,triangle,2962.png,9
28464,what is the color of the triangle?,green,2962.png,1
28465,what color is the shape?,green,2962.png,1
28466,what is the color of the shape?,green,2962.png,1
28467,is no circle present?,yes,2962.png,4
28468,is there a triangle in the image?,yes,2962.png,4
28469,is there a black shape?,no,2962.png,12
28470,is there a gray shape?,no,2962.png,12
28471,is a red shape present?,no,2962.png,12
28472,is there not a teal shape in the image?,yes,2962.png,4
28473,what shape does the image contain?,triangle,2963.png,9
28474,what color is the triangle?,black,2963.png,6
28475,what is the color of the triangle?,black,2963.png,6
28476,what color is the shape?,black,2963.png,6
28477,what is the color of the shape?,black,2963.png,6
28478,is there not a rectangle?,yes,2963.png,4
28479,is there not a black shape?,no,2963.png,12
28480,is there a red shape?,no,2963.png,12
28481,is there a teal shape?,no,2963.png,12
28482,is there not a teal shape in the image?,yes,2963.png,4
28483,what shape is in the image?,rectangle,2964.png,7
28484,what color is the rectangle?,yellow,2964.png,8
28485,what is the color of the rectangle?,yellow,2964.png,8
28486,what is the color of the shape?,yellow,2964.png,8
28487,does the image contain a rectangle?,yes,2964.png,4
28488,does the image contain a circle?,no,2964.png,12
28489,is there not a circle in the image?,yes,2964.png,4
28490,is there a triangle in the image?,no,2964.png,12
28491,does the image contain a triangle?,no,2964.png,12
28492,is there not a triangle?,yes,2964.png,4
28493,does the image contain a black shape?,no,2964.png,12
28494,is there a red shape in the image?,no,2964.png,12
28495,is there a teal shape in the image?,no,2964.png,12
28496,does the image contain a teal shape?,no,2964.png,12
28497,is there not a brown shape in the image?,yes,2964.png,4
28498,what shape is in the image?,rectangle,2965.png,7
28499,what shape does the image contain?,rectangle,2965.png,7
28500,does the image not contain a rectangle?,no,2965.png,12
28501,is there a circle in the image?,no,2965.png,12
28502,is no gray shape present?,yes,2965.png,4
28503,does the image not contain a red shape?,yes,2965.png,4
28504,is a green shape present?,yes,2965.png,4
28505,does the image not contain a green shape?,no,2965.png,12
28506,does the image contain a blue shape?,no,2965.png,12
28507,is there not a yellow shape in the image?,yes,2965.png,4
28508,does the image contain a brown shape?,no,2965.png,12
28509,what shape is in the image?,triangle,2966.png,9
28510,what shape is present?,triangle,2966.png,9
28511,is a triangle present?,yes,2966.png,4
28512,is there not a triangle?,no,2966.png,12
28513,is a green shape present?,yes,2966.png,4
28514,is there a blue shape?,no,2966.png,12
28515,does the image not contain a blue shape?,yes,2966.png,4
28516,does the image contain a yellow shape?,no,2966.png,12
28517,does the image contain a brown shape?,no,2966.png,12
28518,is a brown shape present?,no,2966.png,12
28519,what is the color of the shape?,red,2967.png,2
28520,is there a rectangle?,no,2967.png,12
28521,is there not a circle in the image?,yes,2967.png,4
28522,is a red shape present?,yes,2967.png,4
28523,is no brown shape present?,yes,2967.png,4
28524,what shape is in the image?,triangle,2968.png,9
28525,what shape is present?,triangle,2968.png,9
28526,what is the color of the triangle?,teal,2968.png,5
28527,is there a rectangle?,no,2968.png,12
28528,is there a black shape in the image?,no,2968.png,12
28529,does the image contain a black shape?,no,2968.png,12
28530,is a gray shape present?,no,2968.png,12
28531,is there not a red shape in the image?,yes,2968.png,4
28532,is there a yellow shape in the image?,no,2968.png,12
28533,is there not a teal shape?,no,2968.png,12
28534,is no brown shape present?,yes,2968.png,4
28535,what shape is in the image?,triangle,2969.png,9
28536,what shape is present?,triangle,2969.png,9
28537,is there a red shape?,no,2969.png,12
28538,is there not a red shape in the image?,yes,2969.png,4
28539,does the image contain a green shape?,yes,2969.png,4
28540,does the image not contain a yellow shape?,yes,2969.png,4
28541,is there a teal shape in the image?,no,2969.png,12
28542,what is the black shape?,rectangle,2970.png,7
28543,what color is the rectangle?,black,2970.png,6
28544,is a circle present?,no,2970.png,12
28545,is there not a circle in the image?,yes,2970.png,4
28546,is no blue shape present?,yes,2970.png,4
28547,is there not a brown shape?,yes,2970.png,4
28548,what color is the triangle?,yellow,2971.png,8
28549,what is the color of the shape?,yellow,2971.png,8
28550,does the image contain a rectangle?,no,2971.png,12
28551,is there a black shape?,no,2971.png,12
28552,is there not a black shape?,yes,2971.png,4
28553,does the image not contain a green shape?,yes,2971.png,4
28554,does the image contain a yellow shape?,yes,2971.png,4
28555,what color is the shape?,brown,2972.png,10
28556,does the image contain a triangle?,no,2972.png,12
28557,is there a red shape in the image?,no,2972.png,12
28558,is there not a red shape?,yes,2972.png,4
28559,does the image not contain a red shape?,yes,2972.png,4
28560,is there a green shape?,no,2972.png,12
28561,does the image contain a yellow shape?,no,2972.png,12
28562,does the image not contain a brown shape?,no,2972.png,12
28563,is no brown shape present?,no,2972.png,12
28564,what shape is in the image?,rectangle,2973.png,7
28565,what color is the rectangle?,yellow,2973.png,8
28566,does the image not contain a rectangle?,no,2973.png,12
28567,does the image contain a triangle?,no,2973.png,12
28568,is there a black shape?,no,2973.png,12
28569,is there not a black shape in the image?,yes,2973.png,4
28570,is there not a blue shape in the image?,yes,2973.png,4
28571,is there a brown shape?,no,2973.png,12
28572,is a brown shape present?,no,2973.png,12
28573,what shape does the image contain?,circle,2974.png,0
28574,what is the brown shape?,circle,2974.png,0
28575,what color is the circle?,brown,2974.png,10
28576,what is the color of the circle?,brown,2974.png,10
28577,what color is the shape?,brown,2974.png,10
28578,is there a rectangle in the image?,no,2974.png,12
28579,is there not a circle in the image?,no,2974.png,12
28580,is there not a gray shape?,yes,2974.png,4
28581,does the image not contain a gray shape?,yes,2974.png,4
28582,is no gray shape present?,yes,2974.png,4
28583,is there a red shape?,no,2974.png,12
28584,is there a green shape?,no,2974.png,12
28585,is there a blue shape?,no,2974.png,12
28586,does the image not contain a blue shape?,yes,2974.png,4
28587,is there a yellow shape in the image?,no,2974.png,12
28588,is there a teal shape?,no,2974.png,12
28589,is a teal shape present?,no,2974.png,12
28590,what shape is in the image?,circle,2975.png,0
28591,what shape is present?,circle,2975.png,0
28592,what shape does the image contain?,circle,2975.png,0
28593,what is the color of the circle?,gray,2975.png,3
28594,what is the color of the shape?,gray,2975.png,3
28595,is no black shape present?,yes,2975.png,4
28596,is there a gray shape?,yes,2975.png,4
28597,is there not a gray shape in the image?,no,2975.png,12
28598,is a blue shape present?,no,2975.png,12
28599,is a yellow shape present?,no,2975.png,12
28600,is there not a brown shape in the image?,yes,2975.png,4
28601,what is the teal shape?,triangle,2976.png,9
28602,is there a rectangle?,no,2976.png,12
28603,does the image contain a rectangle?,no,2976.png,12
28604,does the image contain a circle?,no,2976.png,12
28605,does the image contain a black shape?,no,2976.png,12
28606,is a black shape present?,no,2976.png,12
28607,is there a blue shape in the image?,no,2976.png,12
28608,does the image not contain a blue shape?,yes,2976.png,4
28609,is no yellow shape present?,yes,2976.png,4
28610,is a teal shape present?,yes,2976.png,4
28611,what shape is in the image?,triangle,2977.png,9
28612,what shape does the image contain?,triangle,2977.png,9
28613,what color is the triangle?,brown,2977.png,10
28614,what color is the shape?,brown,2977.png,10
28615,is there a rectangle in the image?,no,2977.png,12
28616,is no triangle present?,no,2977.png,12
28617,is there not a black shape?,yes,2977.png,4
28618,is a gray shape present?,no,2977.png,12
28619,is no gray shape present?,yes,2977.png,4
28620,is there not a green shape?,yes,2977.png,4
28621,does the image contain a yellow shape?,no,2977.png,12
28622,is there a teal shape?,no,2977.png,12
28623,what is the color of the shape?,gray,2978.png,3
28624,is a rectangle present?,no,2978.png,12
28625,does the image contain a circle?,no,2978.png,12
28626,is there not a green shape?,yes,2978.png,4
28627,is no blue shape present?,yes,2978.png,4
28628,is a yellow shape present?,no,2978.png,12
28629,is there not a teal shape?,yes,2978.png,4
28630,what is the yellow shape?,rectangle,2979.png,7
28631,is a rectangle present?,yes,2979.png,4
28632,is there not a circle?,yes,2979.png,4
28633,is there not a black shape?,yes,2979.png,4
28634,is there not a blue shape?,yes,2979.png,4
28635,does the image contain a teal shape?,no,2979.png,12
28636,what color is the rectangle?,teal,2980.png,5
28637,what is the color of the shape?,teal,2980.png,5
28638,is there a circle?,no,2980.png,12
28639,does the image contain a black shape?,no,2980.png,12
28640,is there not a red shape in the image?,yes,2980.png,4
28641,is there a green shape?,no,2980.png,12
28642,is a blue shape present?,no,2980.png,12
28643,is no teal shape present?,no,2980.png,12
28644,does the image not contain a brown shape?,yes,2980.png,4
28645,what is the gray shape?,triangle,2981.png,9
28646,what color is the triangle?,gray,2981.png,3
28647,does the image not contain a black shape?,yes,2981.png,4
28648,is there a red shape?,no,2981.png,12
28649,is there a green shape in the image?,no,2981.png,12
28650,what shape is in the image?,circle,2982.png,0
28651,what color is the circle?,gray,2982.png,3
28652,what color is the shape?,gray,2982.png,3
28653,is there not a rectangle in the image?,yes,2982.png,4
28654,is there not a circle?,no,2982.png,12
28655,is there a triangle?,no,2982.png,12
28656,is no black shape present?,yes,2982.png,4
28657,is a green shape present?,no,2982.png,12
28658,does the image contain a blue shape?,no,2982.png,12
28659,is no teal shape present?,yes,2982.png,4
28660,is a brown shape present?,no,2982.png,12
28661,what shape does the image contain?,rectangle,2983.png,7
28662,what color is the rectangle?,black,2983.png,6
28663,what is the color of the shape?,black,2983.png,6
28664,does the image not contain a gray shape?,yes,2983.png,4
28665,is there a green shape in the image?,no,2983.png,12
28666,is no yellow shape present?,yes,2983.png,4
28667,is a teal shape present?,no,2983.png,12
28668,is there not a teal shape?,yes,2983.png,4
28669,is there a brown shape?,no,2983.png,12
28670,what shape is in the image?,circle,2984.png,0
28671,what shape does the image contain?,circle,2984.png,0
28672,what is the blue shape?,circle,2984.png,0
28673,what is the color of the circle?,blue,2984.png,11
28674,what is the color of the shape?,blue,2984.png,11
28675,is there a rectangle?,no,2984.png,12
28676,is a rectangle present?,no,2984.png,12
28677,is there not a red shape?,yes,2984.png,4
28678,is there not a green shape?,yes,2984.png,4
28679,does the image contain a blue shape?,yes,2984.png,4
28680,does the image not contain a blue shape?,no,2984.png,12
28681,is there a yellow shape in the image?,no,2984.png,12
28682,is there not a yellow shape in the image?,yes,2984.png,4
28683,what shape is present?,circle,2985.png,0
28684,what is the gray shape?,circle,2985.png,0
28685,what color is the shape?,gray,2985.png,3
28686,does the image contain a circle?,yes,2985.png,4
28687,is there not a triangle in the image?,yes,2985.png,4
28688,is there not a black shape?,yes,2985.png,4
28689,does the image not contain a gray shape?,no,2985.png,12
28690,is a red shape present?,no,2985.png,12
28691,is there not a green shape in the image?,yes,2985.png,4
28692,is there not a brown shape in the image?,yes,2985.png,4
28693,what shape is present?,circle,2986.png,0
28694,what color is the shape?,blue,2986.png,11
28695,does the image not contain a circle?,no,2986.png,12
28696,does the image contain a gray shape?,no,2986.png,12
28697,is there a green shape in the image?,no,2986.png,12
28698,does the image not contain a green shape?,yes,2986.png,4
28699,is there not a blue shape?,no,2986.png,12
28700,does the image contain a brown shape?,no,2986.png,12
28701,is no brown shape present?,yes,2986.png,4
28702,what shape does the image contain?,circle,2987.png,0
28703,what is the color of the circle?,gray,2987.png,3
28704,does the image contain a triangle?,no,2987.png,12
28705,is there not a triangle?,yes,2987.png,4
28706,is no red shape present?,yes,2987.png,4
28707,is a green shape present?,no,2987.png,12
28708,is there not a blue shape?,yes,2987.png,4
28709,what shape does the image contain?,triangle,2988.png,9
28710,what color is the triangle?,teal,2988.png,5
28711,is there not a rectangle in the image?,yes,2988.png,4
28712,is there a black shape?,no,2988.png,12
28713,is no gray shape present?,yes,2988.png,4
28714,is a red shape present?,no,2988.png,12
28715,is a blue shape present?,no,2988.png,12
28716,is there not a yellow shape?,yes,2988.png,4
28717,does the image not contain a yellow shape?,yes,2988.png,4
28718,what shape is in the image?,rectangle,2989.png,7
28719,what shape does the image contain?,rectangle,2989.png,7
28720,is there not a circle?,yes,2989.png,4
28721,is no black shape present?,yes,2989.png,4
28722,is there a gray shape?,no,2989.png,12
28723,is there a red shape?,no,2989.png,12
28724,does the image not contain a green shape?,yes,2989.png,4
28725,is a teal shape present?,yes,2989.png,4
28726,is there a brown shape?,no,2989.png,12
28727,what is the red shape?,triangle,2990.png,9
28728,what is the color of the triangle?,red,2990.png,2
28729,what color is the shape?,red,2990.png,2
28730,what is the color of the shape?,red,2990.png,2
28731,is there not a rectangle in the image?,yes,2990.png,4
28732,is there not a circle in the image?,yes,2990.png,4
28733,is there not a triangle in the image?,no,2990.png,12
28734,does the image not contain a gray shape?,yes,2990.png,4
28735,is there not a blue shape?,yes,2990.png,4
28736,does the image not contain a blue shape?,yes,2990.png,4
28737,is a yellow shape present?,no,2990.png,12
28738,what shape does the image contain?,triangle,2991.png,9
28739,what is the gray shape?,triangle,2991.png,9
28740,what color is the triangle?,gray,2991.png,3
28741,what is the color of the triangle?,gray,2991.png,3
28742,what color is the shape?,gray,2991.png,3
28743,is a circle present?,no,2991.png,12
28744,does the image not contain a triangle?,no,2991.png,12
28745,is there not a gray shape in the image?,no,2991.png,12
28746,is a red shape present?,no,2991.png,12
28747,does the image contain a green shape?,no,2991.png,12
28748,is there not a green shape in the image?,yes,2991.png,4
28749,is there not a teal shape in the image?,yes,2991.png,4
28750,is there not a brown shape?,yes,2991.png,4
28751,does the image not contain a brown shape?,yes,2991.png,4
28752,is no brown shape present?,yes,2991.png,4
28753,what shape is present?,rectangle,2992.png,7
28754,what shape does the image contain?,rectangle,2992.png,7
28755,what color is the rectangle?,green,2992.png,1
28756,what color is the shape?,green,2992.png,1
28757,what is the color of the shape?,green,2992.png,1
28758,is there a rectangle in the image?,yes,2992.png,4
28759,is there a circle?,no,2992.png,12
28760,is there a triangle in the image?,no,2992.png,12
28761,is there a green shape in the image?,yes,2992.png,4
28762,is a blue shape present?,no,2992.png,12
28763,is there a brown shape?,no,2992.png,12
28764,is there not a brown shape in the image?,yes,2992.png,4
28765,what color is the shape?,red,2993.png,2
28766,is no circle present?,yes,2993.png,4
28767,is there a triangle?,no,2993.png,12
28768,is there not a triangle in the image?,yes,2993.png,4
28769,is no triangle present?,yes,2993.png,4
28770,does the image contain a black shape?,no,2993.png,12
28771,does the image contain a green shape?,no,2993.png,12
28772,does the image contain a blue shape?,no,2993.png,12
28773,is a yellow shape present?,no,2993.png,12
28774,is there not a teal shape in the image?,yes,2993.png,4
28775,what shape does the image contain?,rectangle,2994.png,7
28776,what color is the shape?,black,2994.png,6
28777,is there a rectangle?,yes,2994.png,4
28778,is there not a triangle in the image?,yes,2994.png,4
28779,does the image contain a black shape?,yes,2994.png,4
28780,is there not a gray shape in the image?,yes,2994.png,4
28781,is a red shape present?,no,2994.png,12
28782,is a blue shape present?,no,2994.png,12
28783,is there not a teal shape?,yes,2994.png,4
28784,does the image not contain a brown shape?,yes,2994.png,4
28785,what shape is in the image?,circle,2995.png,0
28786,what shape does the image contain?,circle,2995.png,0
28787,what is the color of the shape?,blue,2995.png,11
28788,is there not a rectangle in the image?,yes,2995.png,4
28789,does the image not contain a rectangle?,yes,2995.png,4
28790,does the image contain a circle?,yes,2995.png,4
28791,is a triangle present?,no,2995.png,12
28792,is there a gray shape in the image?,no,2995.png,12
28793,is there a red shape?,no,2995.png,12
28794,is there a green shape in the image?,no,2995.png,12
28795,is there a yellow shape in the image?,no,2995.png,12
28796,does the image contain a brown shape?,no,2995.png,12
28797,is a brown shape present?,no,2995.png,12
28798,does the image contain a rectangle?,no,2996.png,12
28799,is there not a rectangle?,yes,2996.png,4
28800,does the image contain a circle?,no,2996.png,12
28801,is a triangle present?,yes,2996.png,4
28802,is no black shape present?,yes,2996.png,4
28803,is no red shape present?,yes,2996.png,4
28804,is there a brown shape in the image?,no,2996.png,12
28805,does the image contain a brown shape?,no,2996.png,12
28806,is a brown shape present?,no,2996.png,12
28807,is there not a brown shape?,yes,2996.png,4
28808,what color is the rectangle?,yellow,2997.png,8
28809,does the image contain a gray shape?,no,2997.png,12
28810,does the image not contain a gray shape?,yes,2997.png,4
28811,is there a blue shape?,no,2997.png,12
28812,is no teal shape present?,yes,2997.png,4
28813,is there a brown shape?,no,2997.png,12
28814,what shape does the image contain?,triangle,2998.png,9
28815,what is the blue shape?,triangle,2998.png,9
28816,what is the color of the triangle?,blue,2998.png,11
28817,what color is the shape?,blue,2998.png,11
28818,is a rectangle present?,no,2998.png,12
28819,is there not a circle in the image?,yes,2998.png,4
28820,is a triangle present?,yes,2998.png,4
28821,is there not a black shape?,yes,2998.png,4
28822,is there not a red shape in the image?,yes,2998.png,4
28823,is no red shape present?,yes,2998.png,4
28824,is there a blue shape in the image?,yes,2998.png,4
28825,is no yellow shape present?,yes,2998.png,4
28826,is a teal shape present?,no,2998.png,12
28827,what is the blue shape?,triangle,2999.png,9
28828,what is the color of the triangle?,blue,2999.png,11
28829,is there not a rectangle?,yes,2999.png,4
28830,does the image contain a red shape?,no,2999.png,12
28831,is there a green shape?,no,2999.png,12
28832,is no yellow shape present?,yes,2999.png,4
28833,what shape is present?,circle,3000.png,0
28834,what color is the circle?,gray,3000.png,3
28835,what is the color of the circle?,gray,3000.png,3
